route_station_id,station_seq,is_start,is_end,route_id,station_id
620,63,0,0,100100007,110000157
621,64,0,0,100100007,110000156
622,65,0,0,100100007,110000155
623,66,0,0,100100007,110000111
624,67,0,1,100100007,110000109
625,1,1,0,100100008,110000391
626,2,0,0,100100008,107000095
627,3,0,0,100100008,107000097
628,4,0,0,100100008,107000522
629,5,0,0,100100008,107000130
630,6,0,0,100100008,107000132
631,7,0,0,100100008,107000197
632,8,0,0,100100008,107000186
633,9,0,0,100100008,107000184
634,10,0,0,100100008,107000182
635,11,0,0,100100008,107000180
636,12,0,0,100100008,107000516
637,13,0,0,100100008,108000101
638,14,0,0,100100008,108000102
639,15,0,0,100100008,107000001
640,16,0,0,100100008,107000003
641,17,0,0,100100008,107000005
642,18,0,0,100100008,107000007
643,19,0,0,100100008,107000085
644,20,0,0,100100008,107000087
645,21,0,0,100100008,107000089
646,22,0,0,100100008,107000091
647,23,0,0,100100008,107000093
648,24,0,0,100100008,100000147
649,25,0,0,100100008,100000367
650,26,0,0,100100008,100000365
651,27,0,0,100100008,100000397
652,28,0,0,100100008,100000395
653,29,0,0,100100008,100000393
654,30,0,0,100100008,100000391
655,31,0,0,100100008,100000389
656,32,0,0,100100008,100000387
657,33,0,0,100100008,100000385
658,34,0,0,100100008,100000379
659,35,0,0,100100008,112000399
660,36,0,0,100100008,101000006
661,37,0,0,100100008,101000027
662,38,0,0,100100008,101000114
663,39,0,0,100100008,101000043
664,40,0,0,100100008,101000040
665,41,0,0,100100008,100000388
666,42,0,0,100100008,100000390
667,43,0,0,100100008,100000392
668,44,0,0,100100008,100000394
669,45,0,0,100100008,100000396
670,46,0,0,100100008,100000398
671,47,0,0,100100008,100000366
672,48,0,0,100100008,105000552
673,49,0,0,100100008,107000094
674,50,0,0,100100008,107000092
675,51,0,0,100100008,107000090
